"Species","Common","IUIS Allergen","Type","Group*","Length","GI#@","First Version"
"Phleum pratense","Common timothy","Unassigned","Aero Plant","Phleum Phl p 12","131","110644908","8"
"Phleum pratense","Common timothy","Unassigned","Aero Plant","Phleum Phl p 12","131","110644910","8"
"Phleum pratense","Common timothy","Unassigned","Aero Plant","Phleum Phl p 12","131","110644912","8"
"Phleum pratense","Common timothy","Unassigned","Aero Plant","Phleum Phl p 12","131","110644914","8"
"Phleum pratense","Common timothy","Unassigned","Aero Plant","Phleum Phl p 12","131","110644916","8"
"Phleum pratense","Common timothy","Unassigned","Aero Plant","Phleum Phl p 12","131","110644918","8"
"Phleum pratense","Common timothy","Phl p 12.0102","Aero Plant","Phleum Phl p 12","131","2415698","10"
"Phleum pratense","Common timothy","Phl p 12.0101","Aero Plant","Phleum Phl p 12","131","453976","15"
"Phleum pratense","Common timothy","Phl p 13","Aero Plant","Phleum Phl p 13","394","4826572","7"
"Phleum pratense","Common timothy","Phl p 2","Aero Plant","Phleum Phl p 2","122","415896","7"
"Phleum pratense","Common timothy","Phl p 4.0101","Aero Plant","Phleum Phl p 4","508","54144332","7"
"Phleum pratense","Common timothy","Unassigned","Aero Plant","Phleum Phl p 4","500","45108973","7"
"Phleum pratense","Common timothy","Unassigned","Aero Plant","Phleum Phl p 4","500","45108967","7"
"Phleum pratense","Common timothy","Unassigned","Aero Plant","Phleum Phl p 4","500","189014266","10"
"Phleum pratense","Common timothy","Unassigned","Aero Plant","Phleum Phl p 4","500","189014268","10"
"Phleum pratense","Common timothy","Unassigned","Aero Plant","Phleum Phl p 4","500","189014270","10"
"Phleum pratense","Common timothy","Unassigned","Aero Plant","Phleum Phl p 4","500","189014272","10"
"Phleum pratense","Common timothy","Unassigned","Aero Plant","Phleum Phl p 4","500","405944794","14"
"Phleum pratense","Common timothy","Phl p 4.0201","Aero Plant","Phleum Phl p 4","508","54144334","15"
"Phleum pratense","Common timothy","Phl p 5.0101","Aero Plant","Phleum Phl p 5","312","398830","7"
"Phleum pratense","Common timothy","Phl p 5","Aero Plant","Phleum Phl p 5","257","422005","7"
"Phleum pratense","Common timothy","Phl p 5","Aero Plant","Phleum Phl p 5","280","481397","7"
"Phleum pratense","Common timothy","Phl p 5","Aero Plant","Phleum Phl p 5","24","75139900","7"
"Phleum pratense","Common timothy","Unassigned","Aero Plant","Phleum Phl p 5","285","1092249","7"
"Phleum pratense","Common timothy","Phl p 5.0202","Aero Plant","Phleum Phl p 5","281","1684718","7"
"Phleum pratense","Common timothy","Phl p 5.0104","Aero Plant","Phleum Phl p 5","276","1684720","7"
"Phleum pratense","Common timothy","Phl p 5.0102","Aero Plant","Phleum Phl p 5","286","2398757","7"
"Phleum pratense","Common timothy","Phl p 5.0105","Aero Plant","Phleum Phl p 5","276","3135497","7"
"Phleum pratense","Common timothy","Phl p 5.0106","Aero Plant","Phleum Phl p 5","276","3135499","7"
"Phleum pratense","Common timothy","Phl p 5.0107","Aero Plant","Phleum Phl p 5","276","3135501","7"
"Phleum pratense","Common timothy","Phl p 5.0108","Aero Plant","Phleum Phl p 5","276","3135503","7"
"Phleum pratense","Common timothy","Phl p 5.0103","Aero Plant","Phleum Phl p 5","312","3309039","7"
"Phleum pratense","Common timothy","Phl p 5.0203","Aero Plant","Phleum Phl p 5","295","3309041","7"
"Phleum pratense","Common timothy","Phl p 5.0206","Aero Plant","Phleum Phl p 5","290","3309045","7"
"Phleum pratense","Common timothy","Phl p 5.0207","Aero Plant","Phleum Phl p 5","287","3309047","7"
"Phleum pratense","Common timothy","Phl p 5","Aero Plant","Phleum Phl p 5","275","13430402","7"
"Phleum pratense","Common timothy","Unassigned","Aero Plant","Phleum Phl p 5","287","21725606","7"
"Phleum pratense","Common timothy","Unassigned","Aero Plant","Phleum Phl p 5","287","21725608","7"
"Phleum pratense","Common timothy","Unassigned","Aero Plant","Phleum Phl p 5","287","21725610","7"
"Phleum pratense","Common timothy","Unassigned","Aero Plant","Phleum Phl p 5","287","21725612","7"
"Phleum pratense","Common timothy","Unassigned","Aero Plant","Phleum Phl p 5","287","21725614","7"
"Phleum pratense","Common timothy","Unassigned","Aero Plant","Phleum Phl p 5","287","21725616","7"
"Phleum pratense","Common timothy","Unassigned","Aero Plant","Phleum Phl p 5","287","21725618","7"
"Phleum pratense","Common timothy","Unassigned","Aero Plant","Phleum Phl p 5","287","21725620","7"
"Phleum pratense","Common timothy","Unassigned","Aero Plant","Phleum Phl p 5","287","21725622","7"
"Phleum pratense","Common timothy","Unassigned","Aero Plant","Phleum Phl p 5","287","21725624","7"
"Phleum pratense","Common timothy","Unassigned","Aero Plant","Phleum Phl p 5","287","21725626","7"
"Phleum pratense","Common timothy","Unassigned","Aero Plant","Phleum Phl p 5","287","21725628","7"
"Phleum pratense","Common timothy","Unassigned","Aero Plant","Phleum Phl p 5","287","21725630","7"
"Phleum pratense","Common timothy","Unassigned","Aero Plant","Phleum Phl p 5","287","21725632","7"
"Phleum pratense","Common timothy","Phl p 5","Aero Plant","Phleum Phl p 5","102","28948464","7"
"Phleum pratense","Common timothy","Phl p 5.0109","Aero Plant","Phleum Phl p 5","284","29500897","7"
"Phleum pratense","Common timothy","Phl p 5.0201","Aero Plant","Phleum Phl p 5","284","2398759","10"
"Phleum pratense","Common timothy","Unassigned","Aero Plant","Phleum Phl p 5","309","345108717","13"
"Phleum pratense","Common timothy","Phl p 6.0102","Aero Plant","Phleum Phl p 6","138","3004465","7"
"Phleum pratense","Common timothy","Phl p 6.0101","Aero Plant","Phleum Phl p 6","138","3004467","7"
"Phleum pratense","Common timothy","Unassigned","Aero Plant","Phleum Phl p 6","106","3004469","7"
"Phleum pratense","Common timothy","Unassigned","Aero Plant","Phleum Phl p 6","111","28374072","7"
"Phleum pratense","Common timothy","Phl p 7.0101","Aero Plant","Phleum Polcalin (Phl p 7)","78","3367732","10"
"Phleum pratense","Common timothy","Unassigned","Aero Plant","Phleum pollen allergen group 3","100","283806867","11"
"Phodopus sungorus","Siberian hamster","Unassigned","Aero Plant","Phodopus sungorus lipocalin","151","530376029","16"
"Phoenix dactylifera","Date palm","Pho d 2","Aero Plant","Phoenix Pho d 2","131","21322677","7"
"Pinus pinea","Pine","Unassigned","Aero Plant","Pinus pinea albumin","110","749495809","16"
"Pistacia vera","�pistachio","Unassigned","Food Plant","Pistacia 11S globulin","472","156001070","9"
"Pistacia vera","�pistachio","Pis v 2.0101","Food Plant","Pistacia 11S globulin","496","110349083","10"
"Pistacia vera","�pistachio","Pis v 2.0201","Food Plant","Pistacia 11S globulin","472","110349085","10"
"Pistacia vera","�pistachio","Pis v 1.0101","Food Plant","Pistacia Pis v 1 2S albumin","149","110349081","10"
"Pistacia vera","�pistachio","Pis v 3.0101","Food Plant","Pistacia Pis v 3 vicilin","519","133711974","10"
"Pistacia vera","�pistachio","Pis v 4.0101","Food Plant","Pistacia Pis v 4","230","149786150","9"
"Pisum sativum","Pea","Pis s 1.0102","Food Plant","Pisum Pis s 1","415","42414629","7"
"Pisum sativum","Pea","Pis s 1.0101","Food Plant","Pisum Pis s 1","415","42414627","7"
"Pisum sativum","Pea","Pis s 2.0101","Food Plant","Pisum Pis s 2","613","7339551","15"
"Plantago lanceolata","Narrow-leaved plantain","Pla l 1.0101","Aero Plant","Plantago Pla l 1","131","14422359","7"
"Plantago lanceolata","Narrow-leaved plantain","Pla l 1.0102","Aero Plant","Plantago Pla l 1","131","14422361","7"
"Plantago lanceolata","Narrow-leaved plantain","Pla l 1.0103","Aero Plant","Plantago Pla l 1","131","14422363","7"
"Plantago lanceolata","Narrow-leaved plantain","Unassigned","Aero Plant","Plantago Pla l 1","65","29163773","7"
"Platanus orientalis","oriental plane","Pla or 1.0101","Aero Plant","Platanus Pla or 1","170","162949336","9"
"Platanus orientalis","oriental plane","Pla or 2.0101","Aero Plant","Platanus Pla or 2","378","162949338","9"
"Platanus x acerifolia","London plane tree","Unassigned","Aero Plant","Platanus acerifolia Pla a 3","118","110224778","16"
"Platanus x acerifolia","London plane tree","Unassigned","Aero Plant","Platanus acerifolia Pla a 3","93","930156468","16"
"Platanus x acerifolia","London plane tree","Pla a 1","Aero Plant","Platanus Pla a 1","179","26190140","7"
"Platanus x acerifolia","London plane tree","Pla a 2","Aero Plant","Platanus Pla a 2","377","49523394","7"
"Plodia interpunctella","Indian meal moth","Plo i 1.0101","Aero Insect","Plodia Plo i 1 Arginine kinase","355","15886861","7"
"Plodia interpunctella","Indian meal moth","Plo i 2.0101","Aero Insect","Plodia Plo i 2 thioredoxin","106","308193268","12"
"Poa pratensis","Kentucky bluegrass","Poa p 1","Aero Plant","Poa Poa p 1","20","280414","7"
"Poa pratensis","Kentucky bluegrass","Poa p 1","Aero Plant","Poa Poa p 1","26","320620","7"
"Poa pratensis","Kentucky bluegrass","Poa p 1.0101","Aero Plant","Poa Poa p 1","263","4090265","7"
"Poa pratensis","Kentucky bluegrass","Poa p 5","Aero Plant","Poa Poa p 5","303","11991227","7"
"Poa pratensis","Kentucky bluegrass","Unassigned","Aero Plant","Poa Poa p 9","373","113560","7"
"Poa pratensis","Kentucky bluegrass","Unassigned","Aero Plant","Poa Poa p 9","307","113562","7"
"Poa pratensis","Kentucky bluegrass","Unassigned","Aero Plant","Poa Poa p 9","131","539056","7"
"Poa pratensis","Kentucky bluegrass","Unassigned","Aero Plant","Poa Poa p 9","333","113561","7"
"Polistes annularis","Paper wasp","Pol a 5.0101","Venom or Salivary","Polistes Pol 5","209","160780","7"
"Polistes annularis","Paper wasp","Pol a 1.0101","Venom or Salivary","Polistes Pol a 1 Pol d 1","301","5815249","11"
"Polistes annularis","Paper wasp","Pol a 2.0101","Venom or Salivary","Polistes Pol a 2","367","5815251","11"
"Polistes dominulus","Paper wasp","Pol d 5","Venom or Salivary","Polistes Pol 5","227","51093377","7"
"Polistes dominulus","Paper wasp","Pol d 1.0104","Venom or Salivary","Polistes Pol a 1 Pol d 1","316","45510893","7"
"Polistes dominulus","Paper wasp","Pol d 1.0103","Venom or Salivary","Polistes Pol a 1 Pol d 1","316","45510891","7"
"Polistes dominulus","Paper wasp","Pol d 1.0102","Venom or Salivary","Polistes Pol a 1 Pol d 1","316","45510889","7"
"Polistes dominulus","Paper wasp","Pol d 1.0101","Venom or Salivary","Polistes Pol a 1 Pol d 1","337","45510887","7"
"Polistes dominulus","Paper wasp","Pol d 4.0101","Venom or Salivary","Polistes Venom serine protease","277","30909091","7"
"Polistes exclamans","Paper wasp","Pol e 5.0101","Venom or Salivary","Polistes Pol 5","226","51093375","7"
"Polistes fuscatus","Paper wasp","Pol f 5","Venom or Salivary","Polistes Pol 5","205","549188","7"
"Polistes gallicus","Paper wasp","Pol g 5","Venom or Salivary","Polistes Pol 5","206","25091511","7"
"Polistes gallicus","Paper wasp","Unassigned","Venom or Salivary","Polistes Pol a 1 Pol d 1","42","41017429","7"
"Polybia paulista","wasp","Unassigned","Venom or Salivary","Polybia p hyaluronidase","345","302201583","12"
"Polybia paulista","wasp","Unassigned","Venom or Salivary","Polybia p hyaluronidase","288","302425085","12"
"Polybia paulista","wasp","Unassigned","Venom or Salivary","Polybia p venom allergen 5","141","290792375","11"
"Polybia paulista","wasp","Unassigned","Venom or Salivary","Polybia p venom allergen 5","207","302595972","12"
"Polybia paulista","wasp","Pol p 1.0101","Venom or Salivary","Polybia Pol p 1.0101 phospholipase","322","166216292","9"
"Polybia paulista","wasp","Unassigned","Venom or Salivary","Polybia Pol p 1.0101 phospholipase","302","315190620","12"
"Pontastacus leptodactylus","Danube crayfish","Pon l 4.0101","Food Animal","Pontastacus Pon l 4","192","134309","15"
"Portunus pelagicus","blue swimmer crab","Por p 1.0101","Food Animal","Portunus Por p 1 tropomyosin","284","448278534","14"
"Portunus sanguinolentus","Crab","Unassigned","Food Animal","Portunus Por p 1.0101 tropomyosin","284","119674937","8"
"Portunus trituberculatus","Crab","Unassigned","Food Animal","Portunus Por p 1.0101 tropomyosin","284","151505281","9"
"Procambarus clarkii","red swamp crayfish","Unassigned","Food Animal","Procambarus red crayfish arginine kinase","357","375298901","13"
"Procambarus clarkii","red swamp crayfish","Unassigned","Food Animal","Procambarus tropomysin","284","225348412","10"
"Prosopis juliflora","mesquite","Pro j 2.0101","Aero Plant","Prosopis Pro j 2","133","625293889","15"
"Protortonia cacti","Arthropod","Unassigned","Food Animal","Protortonia","335","237769615","11"
"Prunus armeniaca","Apricot","Pru ar 1","Food Plant","Prunus PRP (Bet v 1 family)","160","2677826","7"
"Prunus armeniaca","Apricot","Unassigned","Food Plant","Prunus Pru 3","119","313575730","12"
"Prunus armeniaca","Apricot","Unassigned","Food Plant","Prunus Pru 3","117","313575732","12"
"Prunus armeniaca","Apricot","Pru ar 3.0101","Food Plant","Prunus Pru 3","117","313575734","12"
"Prunus armeniaca","Apricot","Unassigned","Food Plant","Prunus Pru 3","117","313575736","12"
"Prunus avium","Cherry","Pru av 1.0101","Food Plant","Prunus PRP (Bet v 1 family)","160","1513216","7"
"Prunus avium","Cherry","Pru av 1.0203","Food Plant","Prunus PRP (Bet v 1 family)","160","44409496","7"
"Prunus avium","Cherry","Pru av 1.0202","Food Plant","Prunus PRP (Bet v 1 family)","160","44409474","7"
"Prunus avium","Cherry","Pru av 1.0201","Food Plant","Prunus PRP (Bet v 1 family)","160","44409451","7"
"Prunus avium","Cherry","Unassigned","Food Plant","Prunus PRP (Bet v 1 family)","159","159162378","9"
"Prunus avium","Cherry","Pru av 3","Food Plant","Prunus Pru 3","117","6715520","7"
"Prunus avium","Cherry","Unassigned","Food Plant","Prunus Pru 3","117","313575726","12"
"Prunus avium","Cherry","Unassigned","Food Plant","Prunus Pru 3","117","313575728","12"
"Prunus avium","Cherry","Pru av 4","Food Plant","Prunus Pru 4 Profilin peach cherry almond","131","4761582","7"
"Prunus avium","Cherry","Pru av 2","Food Plant","Prunus Pru av 2","245","1144346","7"
"Prunus domestica","Plum","Pru d 3","Food Plant","Prunus Pru 3","91","9297015","7"
"Prunus dulcis","Almond","Unassigned","Food Plant","Prunus persica Pru p 2 IUIS","241","190613941","10"
"Prunus dulcis","Almond","Pru du 4.0101","Food Plant","Prunus Pru 4 Profilin peach cherry almond","131","24473794","7"
"Prunus dulcis","Almond","Unassigned","Food Plant","Prunus Pru du 6 Amandin","531","258588247","11"
"Prunus dulcis","Almond","Unassigned","Food Plant","Prunus Pru du 6 Amandin","178","523916668","15"
"Prunus dulcis","Almond","Pru du 6.0101","Food Plant","Prunus Pru du 6 Amandin","551","307159112","15"
"Prunus dulcis","Almond","Pru du 6.0201","Food Plant","Prunus Pru du 6 Amandin","504","307159114","15"
"Prunus dulcis","Almond","Unassigned","Food Plant","Prunus Seed allergenic protein 2 (Conglutin gamma)","25","75107131","8"
"Prunus dulcis x Prunus persica","Plant hybrid","Unassigned","Food Plant","Prunus persica Pru p 2 IUIS","160","190613871","10"
"Prunus dulcis x Prunus persica","Plant hybrid","Unassigned","Food Plant","Prunus persica Pru p 2 IUIS","246","190613905","10"
"Prunus dulcis x Prunus persica","Plant hybrid","Unassigned","Food Plant","Prunus persica Pru p 2 IUIS","246","190613909","10"
"Prunus dulcis x Prunus persica","Plant hybrid","Pru p 2.0201","Food Plant","Prunus persica Pru p 2 IUIS","246","190613907","10"
"Prunus dulcis x Prunus persica","Plant hybrid","Pru p 2.0101","Food Plant","Prunus persica Pru p 2 IUIS","246","190613911","10"
"Prunus dulcis x Prunus persica","Plant hybrid","Pru p 2.0301","Food Plant","Prunus persica Pru p 2 IUIS","242","190613903","10"
"Prunus dulcis x Prunus persica","Plant hybrid","Unassigned","Food Plant","Prunus Pru 4 Profilin peach cherry almond","131","190613937","10"
"Prunus persica","Peach","Unassigned","Food Plant","Prunus persica Pru p 2 IUIS","246","25091405","12"
"Prunus persica","Peach","Unassigned","Food Plant","Prunus persica Pru p 2 IUIS","242","25091406","12"
"Prunus persica","Peach","Unassigned","Food Plant","Prunus persica Pru p 2 IUIS","246","359744030","13"
"Prunus persica","Peach","Pru p 1.0101","Food Plant","Prunus PRP (Bet v 1 family)","160","82492265","7"
"Prunus persica","Peach","Unassigned","Food Plant","Prunus PRP (Bet v 1 family)","160","748758672","16"
"Prunus persica","Peach","Unassigned","Food Plant","Prunus PRP (Bet v 1 family)","160","748758670","16"
"Prunus persica","Peach","Pru p 3.0101","Food Plant","Prunus Pru 3","91","3287877","7"
"Prunus persica","Peach","Unassigned","Food Plant","Prunus Pru 3","117","54793477","7"
"Prunus persica","Peach","Unassigned","Food Plant","Prunus Pru 3","117","313575718","12"
"Prunus persica","Peach","Unassigned","Food Plant","Prunus Pru 3","117","544369592","15"
"Prunus persica","Peach","Pru p 4.01","Food Plant","Prunus Pru 4 Profilin peach cherry almond","131","27528310","7"
"Prunus persica","Peach","Pru p 4.02","Food Plant","Prunus Pru 4 Profilin peach cherry almond","131","27528312","7"
"Prunus persica","Peach","Pru p 7.0101","Food Plant","Prunus Pru p 7 Peamaclein","63","408407790","14"
"Pseudocardium sachalinensis","Mollusc","Unassigned","Food Animal","Pseudocardium tropomyosin","284","219806598","10"
"Punica granatum","Pomegranate","Pun g 1.0101","Food Plant","Punica Pun g 1","120","559797767","15"
"Punica granatum","Pomegranate","Pun g 1.0201","Food Plant","Punica Pun g 1","120","559797765","15"
"Punica granatum","Pomegranate","Pun g 1.0301","Food Plant","Punica Pun g 1","120","559797763","15"
"Pyrus communis","Pear","Pyr c 3.0101","Food Plant","Pyrus LTP Pyr c 3 IUIS","115","6715524","11"
"Pyrus communis","Pear","Unassigned","Food Plant","Pyrus LTP Pyr c 3 IUIS","94","355525862","13"
"Pyrus communis","Pear","Unassigned","Food Plant","Pyrus LTP Pyr c 3 IUIS","94","355525860","13"
"Pyrus communis","Pear","Unassigned","Food Plant","Pyrus LTP Pyr c 3 IUIS","94","355525856","13"
"Pyrus communis","Pear","Pyr c 1.0101","Food Plant","Pyrus Pyr c 1","159","14423877","9"
"Pyrus communis","Pear","Pyr c 4","Food Plant","Pyrus Pyr c 4","131","4761580","7"
"Pyrus communis","Pear","Pyr c 5","Food Plant","Pyrus Pyr c 5","308","3243234","7"
"Quercus alba","Oak","Que a 1.0201","Aero Plant","Quercus Que a 1","159","167472847","10"
"Quercus alba","Oak","Que a 1.0401","Aero Plant","Quercus Que a 1","160","167472851","10"
"Quercus alba","Oak","Que a 1.0301","Aero Plant","Quercus Que a 1","160","167472849","10"
"Rana esculenta","Frog","Ran e 1","Food Animal","Rana Ran e 1","110","20796729","7"
"Rana esculenta","Frog","Ran e 2","Food Animal","Rana Ran e 2","109","20797081","7"
"Rana sp. CH-2001","Frog","Unassigned","Food Animal","Rana Ran e 1","110","20796733","7"
"Rana sp. CH-2001","Frog","Unassigned","Food Animal","Rana Ran e 2","109","20797085","7"
"Rattus norvegicus","Rat","Rat n 1","Aero Animal","Rattus Rat n 1","181","127533","7"
"Rattus norvegicus","Rat","Rat n 1","Aero Animal","Rattus Rat n 1","181","81890324","7"
"Rattus norvegicus","Rat","Rat n 1.0101","Aero Animal","Rattus Rat n 1","177","204261","15"
"Rhizopus oryzae","Fungus","Unassigned","Aero Fungi","Rhizopus Rhi o 1.0101","401","695094784","16"
"Rhodotorula mucilaginosa","Fungus","Rho m 1.0101","Aero Fungi","Rhodotorula Rho m 1","439","30314940","11"
"Rhodotorula mucilaginosa","Fungus","Rho m 2.0101","Aero Fungi","Rhodotorula Rho m 2","342","54654335","7"
"Ricinus communis","Castor bean","Ric c 1.0101","Food Plant","Ricinus Ric c 1","258","21068","15"
"Rubus idaeus","raspberry","Rub i 1.0101","Food Plant","Rubus Rub i 1","137","110180525","8"
"Rubus idaeus","raspberry","Rub i 3.0101","Food Plant","Rubus Rub i 3","117","110180523","8"
"Salmo salar","Salmon","Sal s 1","Food Animal","Salmo Sal s 1","108","18281421","7"
"Salmo salar","Salmon","Unassigned","Food Animal","Salmo Sal s 1","109","209734468","10"
"Salmo salar","Salmon","Sal s 1.0101","Food Animal","Salmo Sal s 1","109","1322183","15"
"Salmo salar","Salmon","Unassigned","Food Animal","Salmo Sal s 2 enolase","432","385145180","13"
"Salmo salar","Salmon","Sal s 2.0101","Food Animal","Salmo Sal s 2 enolase","434","197632415","15"
"Salmo salar","Salmon","Unassigned","Food Animal","Salmo Sal s 3 aldolase","363","385145176","13"
"Salmo salar","Salmon","Sal s 3.0101","Food Animal","Salmo Sal s 3 aldolase","363","213511774","15"
"Salsola kali","Thistle","Sal k 1.0201","Aero Plant","Salsola pectin methylesterase Sal k 1.01 & 1.02","362","51242679","8"
"Salsola kali","Thistle","Sal k 1.0302","Aero Plant","Salsola pectin methylesterase Sal k 1.01 & 1.02","339","59895728","8"
"Salsola kali","Thistle","Sal k 1.0301","Aero Plant","Salsola pectin methylesterase Sal k 1.01 & 1.02","339","59895730","8"
"Salsola kali","Thistle","Unassigned","Aero Plant","Salsola pectin methylesterase Sal k 1.01 & 1.02","339","225810597","10"
"Salsola kali","Thistle","Sal k 1.0101","Aero Plant","Salsola Sal k 1","42","25090947","10"
"Salsola kali","Thistle","Unassigned","Aero Plant","Salsola Sal k 3 pollen allergen","757","225810599","10"
"Salsola kali","Thistle","Sal k 4.0101","Aero Plant","Salsola Sal k 4 profilin","133","239916566","11"
"Salsola kali","Thistle","Unassigned","Aero Plant","Salsola Sal k 4 profilin","133","589912885","15"
"Salsola kali","Thistle","Sal k 4.0201","Aero Plant","Salsola Sal k 4 profilin","133","300490499","15"
"Salsola kali","Thistle","Sal k 5.0101","Aero Plant","Salsola Sal k 5","151","300490501","15"
"Salvelinus fontinalis","Brook trout","Unassigned","Food Animal","Salvelinus parvalbumin","109","288557438","11"
"Salvelinus fontinalis","Brook trout","Unassigned","Food Animal","Salvelinus parvalbumin","108","288557440","11"
"Sarcoptes scabiei type hominis","Scabies mite","Unassigned","Venom or Salivary","Sarcoptes Apolipoprotein Ssag1.2","330","27462848","7"
"Sarcoptes scabiei type hominis","Scabies mite","Unassigned","Venom or Salivary","Sarcoptes cysteine protease CO8","340","46406002","7"
"Sarcoptes scabiei type hominis","Scabies mite","Unassigned","Venom or Salivary","Sarcoptes cysteine proteases FO4","338","46406012","7"
"Sarcoptes scabiei type hominis","Scabies mite","Unassigned","Venom or Salivary","Sarcoptes cysteine proteases FO4","339","46406014","7"
"Sarcoptes scabiei type hominis","Scabies mite","Unassigned","Venom or Salivary","Sarcoptes cysteine proteases FO4","273","46406016","7"
"Sarcoptes scabiei type hominis","Scabies mite","Unassigned","Venom or Salivary","Sarcoptes Glutathione S-transferase Mu","219","27462836","7"
"Sarcoptes scabiei type hominis","Scabies mite","Unassigned","Venom or Salivary","Sarcoptes Glutathione S-transferase Mu","219","60920770","7"
"Sarcoptes scabiei type suis","Scabies mite","Unassigned","Aero Mite","Sarcoptes Apolipoprotein Ssag1.2","310","507480520","15"
"Sardinops sagax","South American pilchard","Sar sa 1.0101","Food Animal","Sardinops Sar sa 1 parvalbumin","109","193247972","10"
"Scapharca broughtonii","Clam","Unassigned","Food Animal","Scapharca tropomyosin","284","219806592","10"
"Schedonorus arundinaceus","Tall fescue","Unassigned","Aero Plant","Festuca group 1 allergen","35","75139991","7"
"Schedonorus arundinaceus","Tall fescue","Unassigned","Aero Plant","Festuca group 1 allergen","17","320610","7"
"Schedonorus arundinaceus","Tall fescue","Unassigned","Aero Plant","Festuca group 1 allergen","20","320611","7"
"Schistosoma japonicum","Schistosoma","Unassigned","Protozoan","Schistosoma profilin","129","29841461","7"
"Schistosoma japonicum","Schistosoma","Unassigned","Protozoan","Schistosoma tegumental antigen","191","2739154","7"
"Schizophyllum commune H4-8","Mushroom","Sch c 1.0101","Food Fungi","Schizophyllum Sch c 1","576","302681819","15"
"Scomber japonicus","Chub mackerel","Unassigned","Food Animal","Scomber Parvalbumin","109","29420793","7"
"Scomber scombrus","Atlantic mackerel","Unassigned","Food Animal","Scomber Parvalbumin","109","288557436","11"
"Scylla paramamosain","green mud crab","Unassigned","Food Animal","Scylla arginine kinase","357","375298903","13"
"Scylla serrata","giant mud crab","Unassigned","Food Animal","Scylla sp. (mud crab) tropomyosin","284","151505279","9"
"Sebastes marinus","ocean perch (red fish)","Seb m 1.0101","Food Animal","Sebastes Seb m 1","109","242253959","11"
"Sebastes marinus","ocean perch (red fish)","Seb m 1.0201","Food Animal","Sebastes Seb m 1","110","242253961","11"
"Secale cereale","Rye","Sec c 20.0101","Food Plant","Secale Sec c 20","23","1699225","15"
"Secale cereale","Rye","Sec c 20.0201","Food Plant","Secale Sec c 20","29","1699228","15"
"Secale cereale","Rye","Sec c 38.0101","Food Plant","Secale Sec c 38.01","26","994865","10"
"Secale cereale","Rye","Unassigned","Aero Plant","Secale Sec c 4","520","55859456","7"
"Secale cereale","Rye","Unassigned","Aero Plant","Secale Sec c 4","518","55859454","7"
"Secale cereale","Rye","Unassigned","Aero Plant","Secale Sec c 5","16","75140047","7"
"Secale cereale","Rye","Sec c 5.0101","Food Plant","Secale Sec c 5","292","332205751","12"
"Sepia esculenta","cuttlefish","Unassigned","Food Animal","Sepia tropomyosin","284","83715928","7"
"Sepioteuthis lessoniana","�bigfin reef squid","Unassigned","Food Animal","Sepioteuthis tropomyosin","284","83715930","7"
"Sesamum indicum","Sesame","Unassigned","Food Plant","Sesamum seed maturation-like protein","345","171853012","16"
"Sesamum indicum","Sesame","Ses i 1","Food Plant","Sesamum Ses i 1","153","13183175","7"
"Sesamum indicum","Sesame","Unassigned","Food Plant","Sesamum Ses i 1","153","209165427","10"
"Sesamum indicum","Sesame","Ses i 2","Food Plant","Sesamum Ses i 2","148","5381323","7"
"Sesamum indicum","Sesame","Ses i 3","Food Plant","Sesamum Ses i 3","585","13183177","7"
"Sesamum indicum","Sesame","Ses i 4.0101","Food Plant","Sesamum Ses i 4 oleosin","166","10834827","13"
"Sesamum indicum","Sesame","Unassigned","Food Plant","Sesamum Ses i 5 oleosin","145","198250343","10"
"Sesamum indicum","Sesame","Ses i 5.0101","Food Plant","Sesamum Ses i 5 oleosin","145","5381321","15"
"Sesamum indicum","Sesame","Ses i 6.0101","Food Plant","Sesamum Ses i 6","459","5381325","15"
"Sesamum indicum","Sesame","Ses i 7.0101","Food Plant","Sesamum Ses i 7","497","13183173","15"
"Sinapis alba","White mustard","Sin a 1","Food Plant","Sinapis Sin a 1.01","145","1009434","7"
"Sinapis alba","White mustard","Sin a 1","Food Plant","Sinapis Sin a 1.01","145","1009436","7"
"Sinapis alba","White mustard","Sin a 1","Food Plant","Sinapis Sin a 1.01","145","1009438","7"
"Sinapis alba","White mustard","Sin a 1","Food Plant","Sinapis Sin a 1.01","145","1009440","7"
"Sinapis alba","White mustard","Sin a 1","Food Plant","Sinapis Sin a 1.01","145","1009442","7"
"Sinapis alba","White mustard","Sin a 1.0101","Food Plant","Sinapis Sin a 1.01","145","51338758","7"
"Sinapis alba","White mustard","Sin a 2.0101","Food Plant","Sinapis Sin a 2.01 11S globulin","510","62240390","7"
"Sinapis alba","White mustard","Unassigned","Food Plant","Sinapis Sin a 2.01 11S globulin","523","62240392","7"
"Sinapis alba","White mustard","Sin a 3.0101","Food Plant","Sinapis Sin a 3.01 LTP","92","156778059","12"
"Sinapis alba","White mustard","Sin a 4.0101","Food Plant","Sinapis Sin a 4.01 profilin","131","156778061","12"
"Sinonovacula constricta","�Chinese razor clam","Unassigned","Food Animal","Sinonovacula tropomyosin [Song paper]","284","156145810","15"
"Solanum lycopersicum (Lycopersicon esculentum)","Tomato","Unassigned","Food Plant","Solanum lycopersicum Sola l 6","96","460373045","16"
"Solanum lycopersicum (Lycopersicon esculentum)","Tomato","Sola l 1.0101","Food Plant","Solanum Sola l 1 profilin (Lyc e 1)","131","16555787","7"
